epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,3719.28,0.49162,0.47269,0.85725,0.99439,1,0.995,0.9386,0.35251,0.34992,0.79186,0.000540607,0.000540607,0.000540607
17,3948.98,0.52546,0.47189,0.86262,0.99425,1,0.995,0.94176,0.3397,0.34428,0.79296,0.000525381,0.000525381,0.000525381
18,4180.06,0.49673,0.45167,0.85538,0.99518,1,0.995,0.92178,0.43105,0.34225,0.80066,0.000510155,0.000510155,0.000510155
19,4410.05,0.5796,0.47338,0.87788,0.99625,1,0.995,0.93671,0.36638,0.34955,0.79453,0.000494928,0.000494928,0.000494928
20,4639.38,0.52387,0.45195,0.86377,0.99603,1,0.995,0.93896,0.31681,0.31155,0.7916,0.000479702,0.000479702,0.000479702
21,4818.8,0.46177,0.42078,0.84912,0.99456,1,0.995,0.94811,0.27516,0.2878,0.78719,0.000464476,0.000464476,0.000464476
22,4994.08,0.45887,0.42251,0.8499,0.99701,0.99792,0.995,0.94248,0.30788,0.29869,0.7886,0.00044925,0.00044925,0.00044925
23,5166.59,0.45096,0.41417,0.84256,0.99443,0.99843,0.995,0.9554,0.27551,0.28872,0.78687,0.000434024,0.000434024,0.000434024
24,5341.19,0.44401,0.40473,0.84481,0.99687,0.99936,0.995,0.95163,0.27743,0.27883,0.78689,0.000418797,0.000418797,0.000418797
25,5513.98,0.44074,0.39786,0.8461,0.9962,0.99828,0.995,0.94557,0.32758,0.29657,0.78993,0.000403571,0.000403571,0.000403571
26,5689.56,0.41368,0.39003,0.83367,0.99604,1,0.995,0.94248,0.33129,0.28767,0.79147,0.000388345,0.000388345,0.000388345
27,5864.39,0.42408,0.38814,0.84163,0.99596,1,0.995,0.94969,0.32521,0.30194,0.79052,0.000373119,0.000373119,0.000373119
28,6039.91,0.42802,0.38517,0.83787,0.99636,1,0.995,0.95359,0.26264,0.26807,0.78638,0.000357893,0.000357893,0.000357893
29,6215.35,0.45561,0.38619,0.84735,0.99588,1,0.995,0.95059,0.30733,0.28251,0.79044,0.000342666,0.000342666,0.000342666
30,6390.6,0.41205,0.37063,0.83462,0.99683,1,0.995,0.95625,0.26617,0.26951,0.78909,0.00032744,0.00032744,0.00032744
31,6565.09,0.38955,0.36285,0.83031,0.99687,1,0.995,0.95606,0.25076,0.25873,0.78959,0.000312214,0.000312214,0.000312214
32,6740.11,0.38659,0.35436,0.82861,0.99715,1,0.995,0.95903,0.25446,0.26032,0.78672,0.000296988,0.000296988,0.000296988
33,6915.24,0.37812,0.35503,0.82784,0.9961,0.99849,0.995,0.95883,0.24317,0.24803,0.78565,0.000281762,0.000281762,0.000281762
34,7090.83,0.38899,0.35482,0.83589,0.99629,1,0.995,0.95847,0.24617,0.24852,0.78591,0.000266535,0.000266535,0.000266535
35,7266.2,0.3771,0.34846,0.82753,0.99615,1,0.995,0.95816,0.23893,0.25066,0.78725,0.000251309,0.000251309,0.000251309
36,7441.26,0.37585,0.34553,0.8289,0.99712,1,0.995,0.95801,0.25522,0.24613,0.78693,0.000236083,0.000236083,0.000236083
37,7617.1,0.37972,0.34165,0.83141,0.99696,1,0.995,0.9598,0.23899,0.23616,0.78739,0.000220857,0.000220857,0.000220857
38,7790.41,0.36669,0.33754,0.82913,0.9971,1,0.995,0.96175,0.23493,0.23281,0.78415,0.000205631,0.000205631,0.000205631
39,7962.25,0.35236,0.32852,0.82479,0.99729,1,0.995,0.96,0.23045,0.23301,0.78633,0.000190404,0.000190404,0.000190404
40,8138.98,0.34514,0.32132,0.82271,0.99686,1,0.995,0.96378,0.24896,0.24525,0.78675,0.000175178,0.000175178,0.000175178
41,8314.22,0.30554,0.32893,0.79513,0.9968,1,0.995,0.95843,0.23739,0.23612,0.78923,0.000159952,0.000159952,0.000159952
42,8486.78,0.29487,0.30717,0.79312,0.9972,1,0.995,0.95881,0.23595,0.23443,0.78524,0.000144726,0.000144726,0.000144726
43,8660.46,0.28379,0.29549,0.78735,0.99747,1,0.995,0.95699,0.24319,0.22543,0.78791,0.0001295,0.0001295,0.0001295
44,8833.75,0.27995,0.28995,0.79262,0.99627,1,0.995,0.95885,0.22497,0.22222,0.78553,0.000114273,0.000114273,0.000114273
45,9006.84,0.2757,0.28563,0.78378,0.99691,1,0.995,0.95885,0.22568,0.21869,0.78488,9.90472e-05,9.90472e-05,9.90472e-05
46,9180.76,0.26481,0.27613,0.78948,0.99722,1,0.995,0.95954,0.21678,0.21159,0.78436,8.3821e-05,8.3821e-05,8.3821e-05
47,9353.92,0.25184,0.26999,0.78458,0.99741,1,0.995,0.9614,0.20671,0.20278,0.78326,6.85948e-05,6.85948e-05,6.85948e-05
48,9528,0.25609,0.27169,0.78148,0.99757,1,0.995,0.96235,0.20881,0.20502,0.78379,5.33686e-05,5.33686e-05,5.33686e-05
49,9700.68,0.24849,0.26421,0.78096,0.99723,1,0.995,0.9602,0.2039,0.20132,0.78345,3.81424e-05,3.81424e-05,3.81424e-05
50,9872.87,0.2506,0.26657,0.78225,0.99726,1,0.995,0.96241,0.20118,0.20186,0.7829,2.29162e-05,2.29162e-05,2.29162e-05
