epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,14353.4,0.57314,0.38002,0.88283,0.97921,0.98919,0.99274,0.97049,0.28235,0.26019,0.8237,0.0005248,0.0005248,0.0005248
26,15270.8,0.59257,0.38447,0.88695,0.97341,0.99301,0.99191,0.97146,0.28315,0.26135,0.82247,0.000505,0.000505,0.000505
27,16407.6,0.5609,0.36682,0.87572,0.97644,0.99244,0.99127,0.96151,0.29765,0.24625,0.82109,0.0004852,0.0004852,0.0004852
28,16852.2,0.54519,0.36313,0.87355,0.9806,0.99522,0.99215,0.975,0.23534,0.22881,0.81626,0.0004654,0.0004654,0.0004654
29,17296.9,0.52751,0.35101,0.87093,0.9811,0.99557,0.99047,0.96174,0.26131,0.2358,0.81663,0.0004456,0.0004456,0.0004456
30,17740.8,0.54635,0.35766,0.87363,0.98718,0.99071,0.99416,0.95255,0.32757,0.2491,0.81691,0.0004258,0.0004258,0.0004258
31,18186.4,0.57314,0.36514,0.87641,0.98017,0.99284,0.98864,0.97026,0.26225,0.23505,0.82383,0.000406,0.000406,0.000406
32,18928.1,0.54174,0.35618,0.8746,0.98187,0.99408,0.98887,0.97054,0.24549,0.23247,0.82173,0.0003862,0.0003862,0.0003862
33,19409.3,0.51508,0.34448,0.86658,0.97912,0.99603,0.99248,0.97581,0.24435,0.23576,0.81461,0.0003664,0.0003664,0.0003664
34,19923.6,0.51417,0.34404,0.86827,0.98166,0.99337,0.99366,0.9792,0.24207,0.23132,0.81825,0.0003466,0.0003466,0.0003466
35,20600.1,0.52809,0.34701,0.87088,0.98062,0.99396,0.99327,0.97635,0.25204,0.22913,0.81682,0.0003268,0.0003268,0.0003268
36,21152.8,0.55264,0.34943,0.87572,0.98889,0.98675,0.99288,0.97024,0.26377,0.23171,0.82041,0.000307,0.000307,0.000307
37,21598.8,0.53982,0.33951,0.86959,0.98334,0.99449,0.99354,0.97999,0.23362,0.21108,0.81463,0.0002872,0.0002872,0.0002872
38,22046.8,0.50682,0.33486,0.86648,0.98347,0.99308,0.99187,0.9626,0.32515,0.24289,0.8258,0.0002674,0.0002674,0.0002674
39,22499.9,0.48251,0.32397,0.85817,0.97846,0.99755,0.9933,0.97983,0.2196,0.20779,0.8138,0.0002476,0.0002476,0.0002476
40,22947.4,0.48016,0.32214,0.85623,0.98503,0.9934,0.99354,0.9785,0.21955,0.20238,0.81296,0.0002278,0.0002278,0.0002278
41,23383.4,0.39528,0.29192,0.8157,0.9752,0.99827,0.99121,0.97365,0.23842,0.22946,0.81331,0.000208,0.000208,0.000208
42,23818.9,0.37524,0.26336,0.81735,0.97837,0.99979,0.99332,0.97756,0.22408,0.20564,0.8104,0.0001882,0.0001882,0.0001882
43,24254.9,0.35922,0.25059,0.81002,0.98008,0.99904,0.993,0.97736,0.22249,0.19725,0.80998,0.0001684,0.0001684,0.0001684
44,24691.7,0.35793,0.24529,0.81047,0.98317,0.99932,0.99384,0.98115,0.2043,0.19136,0.81212,0.0001486,0.0001486,0.0001486
45,25131.3,0.35678,0.24413,0.81018,0.98501,0.99423,0.99383,0.97779,0.23208,0.19685,0.81537,0.0001288,0.0001288,0.0001288
46,25569.6,0.3493,0.23952,0.80915,0.98503,0.99441,0.99362,0.97989,0.19407,0.18403,0.812,0.000109,0.000109,0.000109
47,26009.2,0.32288,0.2283,0.80191,0.9843,0.9944,0.99333,0.98055,0.18767,0.17893,0.80757,8.92e-05,8.92e-05,8.92e-05
48,26449,0.32263,0.22886,0.80472,0.98444,0.9944,0.99353,0.98091,0.19392,0.18331,0.80797,6.94e-05,6.94e-05,6.94e-05
49,26891.9,0.31776,0.22549,0.80278,0.98611,0.99664,0.99383,0.9812,0.18415,0.17875,0.80692,4.96e-05,4.96e-05,4.96e-05
50,27345.7,0.30867,0.22253,0.79756,0.98445,0.99457,0.99333,0.98096,0.17974,0.17633,0.80717,2.98e-05,2.98e-05,2.98e-05
