epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
56,39819.4,0.43622,0.29436,0.84683,0.9895,0.98916,0.99472,0.98311,0.18174,0.16834,0.78586,0.000223563,0.000223563,0.000223563
57,40512.7,0.40796,0.28051,0.83984,0.99204,0.99163,0.99473,0.98391,0.17941,0.16615,0.78404,0.0002149,0.0002149,0.0002149
58,41204,0.41448,0.27887,0.83845,0.98967,0.9924,0.995,0.9821,0.19231,0.17849,0.78652,0.000206237,0.000206237,0.000206237
59,41897,0.41936,0.28168,0.8424,0.99176,0.99394,0.99499,0.98255,0.17158,0.16361,0.78582,0.000197575,0.000197575,0.000197575
60,42604.4,0.40302,0.27529,0.83616,0.99099,0.99671,0.995,0.98276,0.17299,0.15233,0.78476,0.000188912,0.000188912,0.000188912
61,43305.3,0.39854,0.27206,0.83435,0.99188,0.99003,0.99473,0.98504,0.16846,0.15808,0.78401,0.00018025,0.00018025,0.00018025
62,44006.1,0.41124,0.28097,0.84089,0.98667,0.99528,0.99473,0.98356,0.16561,0.16127,0.78394,0.000171588,0.000171588,0.000171588
63,44710.5,0.39813,0.27149,0.83547,0.99167,0.99011,0.99473,0.98318,0.16999,0.15933,0.78626,0.000162925,0.000162925,0.000162925
64,45410.6,0.38956,0.26726,0.83568,0.99002,0.99048,0.99473,0.98191,0.1736,0.15597,0.78583,0.000154263,0.000154263,0.000154263
65,46113.1,0.41123,0.27548,0.839,0.99184,0.98874,0.9945,0.98325,0.16845,0.15748,0.78409,0.0001456,0.0001456,0.0001456
66,46815.9,0.39393,0.26904,0.83275,0.99328,0.989,0.9945,0.9822,0.17203,0.15397,0.78373,0.000136937,0.000136937,0.000136937
67,47514.1,0.364,0.25511,0.8267,0.99234,0.98789,0.9945,0.98382,0.16295,0.15629,0.78259,0.000128275,0.000128275,0.000128275
68,48215.5,0.3762,0.26219,0.82565,0.99344,0.98992,0.99473,0.98158,0.16786,0.15643,0.78286,0.000119613,0.000119613,0.000119613
69,48918.3,0.37921,0.26162,0.83463,0.99162,0.99113,0.99473,0.98259,0.17093,0.15145,0.78345,0.00011095,0.00011095,0.00011095
70,49618.8,0.37207,0.25802,0.82643,0.99257,0.98993,0.99473,0.98519,0.16028,0.14872,0.78231,0.000102287,0.000102287,0.000102287
71,50292.9,0.30503,0.21396,0.8047,0.98422,0.99748,0.99472,0.98394,0.16752,0.15033,0.78275,9.3625e-05,9.3625e-05,9.3625e-05
72,50970.3,0.29861,0.20853,0.80197,0.99209,0.99334,0.99473,0.98334,0.16465,0.14751,0.78239,8.49625e-05,8.49625e-05,8.49625e-05
73,51644.2,0.28676,0.20174,0.80095,0.98713,0.99838,0.99473,0.98355,0.16366,0.14661,0.7832,7.63e-05,7.63e-05,7.63e-05
74,52322.9,0.28172,0.19883,0.79683,0.99181,0.99781,0.995,0.98388,0.16192,0.14545,0.78336,6.76375e-05,6.76375e-05,6.76375e-05
75,53071,0.2797,0.1978,0.79348,0.99359,0.99699,0.995,0.98439,0.16108,0.13944,0.78269,5.8975e-05,5.8975e-05,5.8975e-05
76,53763.3,0.27102,0.19506,0.79395,0.99414,0.99356,0.99473,0.9848,0.15225,0.13409,0.78214,5.03125e-05,5.03125e-05,5.03125e-05
77,54508.7,0.2694,0.19394,0.79376,0.99247,0.99759,0.995,0.98387,0.15182,0.13688,0.78196,4.165e-05,4.165e-05,4.165e-05
78,55187.2,0.26337,0.19121,0.79217,0.99161,0.99432,0.99473,0.98406,0.14849,0.13787,0.78136,3.29875e-05,3.29875e-05,3.29875e-05
79,55864.7,0.26197,0.19079,0.7926,0.99205,0.99466,0.99473,0.98416,0.14837,0.13389,0.78131,2.4325e-05,2.4325e-05,2.4325e-05
80,56542.5,0.26173,0.18966,0.79407,0.9934,0.99458,0.99473,0.98449,0.14768,0.13528,0.78136,1.56625e-05,1.56625e-05,1.56625e-05
